OBJECTID,neighborhood,ucrDescription,number,reportMonth,reportYear
3019,ELLIOT PARK,Auto Theft,4,12,2017
3020,ELLIOT PARK,Burglary,2,12,2017
3021,ELLIOT PARK,Homicide,0,12,2017
3022,ELLIOT PARK,Larceny,17,12,2017
3023,ELLIOT PARK,Rape,2,12,2017
3024,ELLIOT PARK,Robbery,,12,2017
3721,ELLIOT PARK,Aggravated Assault,4,1,2018
3722,ELLIOT PARK,Arson,,1,2018
3723,ELLIOT PARK,Auto Theft,4,1,2018
3724,ELLIOT PARK,Burglary,2,1,2018
3725,ELLIOT PARK,Homicide,,1,2018
3726,ELLIOT PARK,Larceny,23,1,2018
3727,ELLIOT PARK,Rape,2,1,2018
3728,ELLIOT PARK,Robbery,,1,2018
4425,ELLIOT PARK,Aggravated Assault,2,2,2018
4426,ELLIOT PARK,Arson,,2,2018
4427,ELLIOT PARK,Auto Theft,4,2,2018
4428,ELLIOT PARK,Burglary,1,2,2018
4429,ELLIOT PARK,Homicide,,2,2018
4430,ELLIOT PARK,Larceny,9,2,2018
4431,ELLIOT PARK,Rape,2,2,2018
4432,ELLIOT PARK,Robbery,,2,2018
209,ERICSSON,Aggravated Assault,0,8,2017
210,ERICSSON,Arson,0,8,2017
211,ERICSSON,Auto Theft,1,8,2017
212,ERICSSON,Burglary,4,8,2017
213,ERICSSON,Homicide,0,8,2017
214,ERICSSON,Larceny,2,8,2017
215,ERICSSON,Rape,0,8,2017
216,ERICSSON,Robbery,0,8,2017
913,ERICSSON,Aggravated Assault,,9,2017
914,ERICSSON,Arson,,9,2017
915,ERICSSON,Auto Theft,1,9,2017
916,ERICSSON,Burglary,8,9,2017
917,ERICSSON,Homicide,,9,2017
918,ERICSSON,Larceny,2,9,2017
919,ERICSSON,Rape,,9,2017
920,ERICSSON,Robbery,,9,2017
5137,ERICSSON,Aggravated Assault,,3,2018
5138,ERICSSON,Arson,,3,2018
5139,ERICSSON,Auto Theft,,3,2018
5140,ERICSSON,Burglary,1,3,2018
5141,ERICSSON,Homicide,,3,2018
5142,ERICSSON,Larceny,2,3,2018
5143,ERICSSON,Rape,,3,2018
5144,ERICSSON,Robbery,,3,2018
5841,ERICSSON,Aggravated Assault,,4,2018
5842,ERICSSON,Arson,,4,2018
5843,ERICSSON,Auto Theft,1,4,2018
5844,ERICSSON,Burglary,4,4,2018
5845,ERICSSON,Homicide,,4,2018
5846,ERICSSON,Larceny,2,4,2018
5847,ERICSSON,Rape,,4,2018
5848,ERICSSON,Robbery,,4,2018
2321,ERICSSON,Aggravated Assault,,11,2017
2322,ERICSSON,Arson,,11,2017
2323,ERICSSON,Auto Theft,,11,2017
2324,ERICSSON,Burglary,3,11,2017
2325,ERICSSON,Homicide,,11,2017
2326,ERICSSON,Larceny,2,11,2017
2327,ERICSSON,Rape,,11,2017
2328,ERICSSON,Robbery,,11,2017
8649,Ericsson,Aggravated Assault,0,8,2018
8650,Ericsson,Arson,0,8,2018
8651,Ericsson,Auto Theft,0,8,2018
8652,Ericsson,Burglary,6,8,2018
8653,Ericsson,Homicide,0,8,2018
8654,Ericsson,Larceny,9,8,2018
8655,Ericsson,Rape,1,8,2018
8656,Ericsson,Robbery,0,8,2018
1617,ERICSSON,Aggravated Assault,,10,2017
1618,ERICSSON,Arson,,10,2017
1619,ERICSSON,Auto Theft,,10,2017
1620,ERICSSON,Burglary,18,10,2017
1621,ERICSSON,Homicide,,10,2017
1622,ERICSSON,Larceny,5,10,2017
1623,ERICSSON,Rape,,10,2017
1624,ERICSSON,Robbery,,10,2017
7241,Ericsson,Aggravated Assault,1,6,2018
7242,Ericsson,Arson,0,6,2018
7243,Ericsson,Auto Theft,2,6,2018
7244,Ericsson,Burglary,5,6,2018
7245,Ericsson,Homicide,0,6,2018
7246,Ericsson,Larceny,5,6,2018
7247,Ericsson,Rape,0,6,2018
7248,Ericsson,Robbery,0,6,2018
7945,Ericsson,Aggravated Assault,0,7,2018
7946,Ericsson,Arson,0,7,2018
7947,Ericsson,Auto Theft,2,7,2018
7948,Ericsson,Burglary,4,7,2018
7949,Ericsson,Homicide,0,7,2018
7950,Ericsson,Larceny,6,7,2018
7951,Ericsson,Rape,0,7,2018
7952,Ericsson,Robbery,0,7,2018
6545,ERICSSON,Aggravated Assault,,5,2018
6546,ERICSSON,Arson,,5,2018
6547,ERICSSON,Auto Theft,1,5,2018
6548,ERICSSON,Burglary,1,5,2018
6549,ERICSSON,Homicide,,5,2018
6550,ERICSSON,Larceny,2,5,2018
6551,ERICSSON,Rape,,5,2018
6552,ERICSSON,Robbery,,5,2018
3025,ERICSSON,Aggravated Assault,,12,2017
3026,ERICSSON,Arson,,12,2017
3027,ERICSSON,Auto Theft,4,12,2017
3028,ERICSSON,Burglary,6,12,2017
3029,ERICSSON,Homicide,,12,2017
3030,ERICSSON,Larceny,5,12,2017
3031,ERICSSON,Rape,,12,2017
3032,ERICSSON,Robbery,,12,2017
3729,ERICSSON,Aggravated Assault,,1,2018
3730,ERICSSON,Arson,,1,2018
3731,ERICSSON,Auto Theft,1,1,2018
3732,ERICSSON,Burglary,1,1,2018
3733,ERICSSON,Homicide,,1,2018
3734,ERICSSON,Larceny,3,1,2018
3735,ERICSSON,Rape,,1,2018
3736,ERICSSON,Robbery,,1,2018
4433,ERICSSON,Aggravated Assault,,2,2018
4434,ERICSSON,Arson,,2,2018
4435,ERICSSON,Auto Theft,,2,2018
4436,ERICSSON,Burglary,4,2,2018
4437,ERICSSON,Homicide,,2,2018
4438,ERICSSON,Larceny,1,2,2018
4439,ERICSSON,Rape,,2,2018
4440,ERICSSON,Robbery,,2,2018
217,FIELD,Aggravated Assault,0,8,2017
218,FIELD,Arson,0,8,2017
219,FIELD,Auto Theft,1,8,2017
220,FIELD,Burglary,1,8,2017
221,FIELD,Homicide,0,8,2017
222,FIELD,Larceny,6,8,2017
223,FIELD,Rape,0,8,2017
224,FIELD,Robbery,0,8,2017
921,FIELD,Aggravated Assault,1,9,2017
922,FIELD,Arson,,9,2017
923,FIELD,Auto Theft,2,9,2017
924,FIELD,Burglary,5,9,2017
925,FIELD,Homicide,,9,2017
926,FIELD,Larceny,7,9,2017
927,FIELD,Rape,,9,2017
928,FIELD,Robbery,,9,2017
5145,FIELD,Aggravated Assault,,3,2018
5146,FIELD,Arson,,3,2018
5147,FIELD,Auto Theft,4,3,2018
5148,FIELD,Burglary,1,3,2018
5149,FIELD,Homicide,,3,2018
5150,FIELD,Larceny,2,3,2018
5151,FIELD,Rape,,3,2018
5152,FIELD,Robbery,,3,2018
5849,FIELD,Aggravated Assault,1,4,2018
5850,FIELD,Arson,,4,2018
5851,FIELD,Auto Theft,,4,2018
5852,FIELD,Burglary,1,4,2018
5853,FIELD,Homicide,,4,2018
5854,FIELD,Larceny,1,4,2018
5855,FIELD,Rape,,4,2018
5856,FIELD,Robbery,,4,2018
2329,FIELD,Aggravated Assault,,11,2017
2330,FIELD,Arson,,11,2017
2331,FIELD,Auto Theft,,11,2017
2332,FIELD,Burglary,5,11,2017
2333,FIELD,Homicide,,11,2017
2334,FIELD,Larceny,2,11,2017
2335,FIELD,Rape,,11,2017
2336,FIELD,Robbery,,11,2017
8657,Field,Aggravated Assault,1,8,2018
8658,Field,Arson,0,8,2018
8659,Field,Auto Theft,1,8,2018
8660,Field,Burglary,3,8,2018
8661,Field,Homicide,0,8,2018
8662,Field,Larceny,2,8,2018
8663,Field,Rape,0,8,2018
8664,Field,Robbery,0,8,2018
1625,FIELD,Aggravated Assault,,10,2017
1626,FIELD,Arson,,10,2017
1627,FIELD,Auto Theft,,10,2017
1628,FIELD,Burglary,5,10,2017
1629,FIELD,Homicide,,10,2017
1630,FIELD,Larceny,5,10,2017
1631,FIELD,Rape,,10,2017
1632,FIELD,Robbery,,10,2017
7249,Field,Aggravated Assault,0,6,2018
7250,Field,Arson,0,6,2018
7251,Field,Auto Theft,0,6,2018
7252,Field,Burglary,0,6,2018
7253,Field,Homicide,0,6,2018
7254,Field,Larceny,3,6,2018
7255,Field,Rape,0,6,2018
7256,Field,Robbery,0,6,2018
7953,Field,Aggravated Assault,1,7,2018
7954,Field,Arson,0,7,2018
7955,Field,Auto Theft,1,7,2018
7956,Field,Burglary,0,7,2018
7957,Field,Homicide,0,7,2018
7958,Field,Larceny,1,7,2018
7959,Field,Rape,0,7,2018
7960,Field,Robbery,0,7,2018
6553,FIELD,Aggravated Assault,,5,2018
6554,FIELD,Arson,,5,2018
6555,FIELD,Auto Theft,,5,2018
6556,FIELD,Burglary,2,5,2018
6557,FIELD,Homicide,,5,2018
6558,FIELD,Larceny,3,5,2018
6559,FIELD,Rape,,5,2018
6560,FIELD,Robbery,,5,2018
3033,FIELD,Aggravated Assault,,12,2017
3034,FIELD,Arson,,12,2017
3035,FIELD,Auto Theft,,12,2017
3036,FIELD,Burglary,2,12,2017
3037,FIELD,Homicide,,12,2017
3038,FIELD,Larceny,4,12,2017
3039,FIELD,Rape,,12,2017
3040,FIELD,Robbery,1,12,2017
3737,FIELD,Aggravated Assault,,1,2018
3738,FIELD,Arson,,1,2018
3739,FIELD,Auto Theft,,1,2018
3740,FIELD,Burglary,3,1,2018
3741,FIELD,Homicide,,1,2018
3742,FIELD,Larceny,1,1,2018
3743,FIELD,Rape,,1,2018
3744,FIELD,Robbery,,1,2018
4441,FIELD,Aggravated Assault,,2,2018
4442,FIELD,Arson,,2,2018
4443,FIELD,Auto Theft,,2,2018
4444,FIELD,Burglary,,2,2018
4445,FIELD,Homicide,,2,2018
4446,FIELD,Larceny,5,2,2018
4447,FIELD,Rape,,2,2018
4448,FIELD,Robbery,1,2,2018
225,FOLWELL,Aggravated Assault,9,8,2017
226,FOLWELL,Arson,0,8,2017
227,FOLWELL,Auto Theft,4,8,2017
228,FOLWELL,Burglary,11,8,2017
229,FOLWELL,Homicide,1,8,2017
230,FOLWELL,Larceny,7,8,2017
231,FOLWELL,Rape,2,8,2017
232,FOLWELL,Robbery,5,8,2017
929,FOLWELL,Aggravated Assault,10,9,2017
930,FOLWELL,Arson,,9,2017
931,FOLWELL,Auto Theft,5,9,2017
932,FOLWELL,Burglary,6,9,2017
933,FOLWELL,Homicide,,9,2017
934,FOLWELL,Larceny,8,9,2017
935,FOLWELL,Rape,,9,2017
936,FOLWELL,Robbery,4,9,2017
5153,FOLWELL,Aggravated Assault,8,3,2018
5154,FOLWELL,Arson,1,3,2018
5155,FOLWELL,Auto Theft,4,3,2018
5156,FOLWELL,Burglary,4,3,2018
5157,FOLWELL,Homicide,,3,2018
5158,FOLWELL,Larceny,7,3,2018
5159,FOLWELL,Rape,1,3,2018
5160,FOLWELL,Robbery,3,3,2018
5857,FOLWELL,Aggravated Assault,5,4,2018
5858,FOLWELL,Arson,,4,2018
5859,FOLWELL,Auto Theft,8,4,2018
5860,FOLWELL,Burglary,5,4,2018
5861,FOLWELL,Homicide,,4,2018
5862,FOLWELL,Larceny,7,4,2018
5863,FOLWELL,Rape,,4,2018
5864,FOLWELL,Robbery,3,4,2018
2337,FOLWELL,Aggravated Assault,11,11,2017
2338,FOLWELL,Arson,,11,2017
2339,FOLWELL,Auto Theft,3,11,2017
2340,FOLWELL,Burglary,6,11,2017
2341,FOLWELL,Homicide,,11,2017
2342,FOLWELL,Larceny,9,11,2017
2343,FOLWELL,Rape,,11,2017
2344,FOLWELL,Robbery,2,11,2017
8665,Folwell,Aggravated Assault,5,8,2018
8666,Folwell,Arson,0,8,2018
8667,Folwell,Auto Theft,0,8,2018
8668,Folwell,Burglary,6,8,2018
8669,Folwell,Homicide,0,8,2018
8670,Folwell,Larceny,6,8,2018
8671,Folwell,Rape,1,8,2018
8672,Folwell,Robbery,3,8,2018
1633,FOLWELL,Aggravated Assault,8,10,2017
1634,FOLWELL,Arson,,10,2017
1635,FOLWELL,Auto Theft,3,10,2017
1636,FOLWELL,Burglary,5,10,2017
1637,FOLWELL,Homicide,,10,2017
1638,FOLWELL,Larceny,13,10,2017
1639,FOLWELL,Rape,1,10,2017
1640,FOLWELL,Robbery,5,10,2017
7257,Folwell,Aggravated Assault,8,6,2018
7258,Folwell,Arson,1,6,2018
7259,Folwell,Auto Theft,3,6,2018
7260,Folwell,Burglary,6,6,2018
7261,Folwell,Homicide,0,6,2018
7262,Folwell,Larceny,8,6,2018
7263,Folwell,Rape,1,6,2018
7264,Folwell,Robbery,5,6,2018
7961,Folwell,Aggravated Assault,6,7,2018
7962,Folwell,Arson,0,7,2018
7963,Folwell,Auto Theft,6,7,2018
7964,Folwell,Burglary,3,7,2018
7965,Folwell,Homicide,0,7,2018
7966,Folwell,Larceny,9,7,2018
7967,Folwell,Rape,1,7,2018
7968,Folwell,Robbery,4,7,2018
6561,FOLWELL,Aggravated Assault,14,5,2018
6562,FOLWELL,Arson,,5,2018
6563,FOLWELL,Auto Theft,5,5,2018
6564,FOLWELL,Burglary,6,5,2018
6565,FOLWELL,Homicide,1,5,2018
6566,FOLWELL,Larceny,11,5,2018
6567,FOLWELL,Rape,,5,2018
6568,FOLWELL,Robbery,2,5,2018
3041,FOLWELL,Aggravated Assault,8,12,2017
3042,FOLWELL,Arson,,12,2017
3043,FOLWELL,Auto Theft,2,12,2017
3044,FOLWELL,Burglary,6,12,2017
3045,FOLWELL,Homicide,,12,2017
3046,FOLWELL,Larceny,7,12,2017
3047,FOLWELL,Rape,1,12,2017
3048,FOLWELL,Robbery,1,12,2017
3745,FOLWELL,Aggravated Assault,7,1,2018
3746,FOLWELL,Arson,,1,2018
3747,FOLWELL,Auto Theft,6,1,2018
3748,FOLWELL,Burglary,4,1,2018
3749,FOLWELL,Homicide,,1,2018
3750,FOLWELL,Larceny,8,1,2018
3751,FOLWELL,Rape,1,1,2018
3752,FOLWELL,Robbery,4,1,2018
4449,FOLWELL,Aggravated Assault,12,2,2018
4450,FOLWELL,Arson,,2,2018
4451,FOLWELL,Auto Theft,2,2,2018
4452,FOLWELL,Burglary,3,2,2018
4453,FOLWELL,Homicide,,2,2018
4454,FOLWELL,Larceny,5,2,2018
4455,FOLWELL,Rape,,2,2018
4456,FOLWELL,Robbery,2,2,2018
233,FULTON,Aggravated Assault,0,8,2017
234,FULTON,Arson,0,8,2017
235,FULTON,Auto Theft,1,8,2017
236,FULTON,Burglary,4,8,2017
237,FULTON,Homicide,0,8,2017
238,FULTON,Larceny,3,8,2017
239,FULTON,Rape,0,8,2017
240,FULTON,Robbery,0,8,2017
937,FULTON,Aggravated Assault,,9,2017
938,FULTON,Arson,,9,2017
939,FULTON,Auto Theft,1,9,2017
940,FULTON,Burglary,2,9,2017
941,FULTON,Homicide,,9,2017
942,FULTON,Larceny,7,9,2017
943,FULTON,Rape,,9,2017
944,FULTON,Robbery,,9,2017
5161,FULTON,Aggravated Assault,2,3,2018
5162,FULTON,Arson,,3,2018
5163,FULTON,Auto Theft,1,3,2018
5164,FULTON,Burglary,,3,2018
5165,FULTON,Homicide,,3,2018
5166,FULTON,Larceny,8,3,2018
5167,FULTON,Rape,,3,2018
5168,FULTON,Robbery,,3,2018
5865,FULTON,Aggravated Assault,,4,2018
5866,FULTON,Arson,,4,2018
5867,FULTON,Auto Theft,1,4,2018
5868,FULTON,Burglary,1,4,2018
5869,FULTON,Homicide,,4,2018
5870,FULTON,Larceny,5,4,2018
5871,FULTON,Rape,,4,2018
5872,FULTON,Robbery,,4,2018
2345,FULTON,Aggravated Assault,,11,2017
2346,FULTON,Arson,2,11,2017
2347,FULTON,Auto Theft,,11,2017
2348,FULTON,Burglary,3,11,2017
2349,FULTON,Homicide,,11,2017
2350,FULTON,Larceny,10,11,2017
2351,FULTON,Rape,,11,2017
2352,FULTON,Robbery,,11,2017
8673,Fulton,Aggravated Assault,0,8,2018
8674,Fulton,Arson,0,8,2018
8675,Fulton,Auto Theft,0,8,2018
8676,Fulton,Burglary,1,8,2018
8677,Fulton,Homicide,0,8,2018
8678,Fulton,Larceny,8,8,2018
8679,Fulton,Rape,0,8,2018
8680,Fulton,Robbery,1,8,2018
1641,FULTON,Aggravated Assault,,10,2017
1642,FULTON,Arson,,10,2017
1643,FULTON,Auto Theft,2,10,2017
1644,FULTON,Burglary,6,10,2017
1645,FULTON,Homicide,,10,2017
1646,FULTON,Larceny,10,10,2017
1647,FULTON,Rape,1,10,2017
1648,FULTON,Robbery,1,10,2017
7265,Fulton,Aggravated Assault,0,6,2018
7266,Fulton,Arson,0,6,2018
7267,Fulton,Auto Theft,1,6,2018
7268,Fulton,Burglary,0,6,2018
7269,Fulton,Homicide,0,6,2018
7270,Fulton,Larceny,5,6,2018
7271,Fulton,Rape,0,6,2018
7272,Fulton,Robbery,0,6,2018
7969,Fulton,Aggravated Assault,0,7,2018
7970,Fulton,Arson,0,7,2018
7971,Fulton,Auto Theft,2,7,2018
7972,Fulton,Burglary,3,7,2018
7973,Fulton,Homicide,0,7,2018
7974,Fulton,Larceny,11,7,2018
7975,Fulton,Rape,0,7,2018
7976,Fulton,Robbery,0,7,2018
6569,FULTON,Aggravated Assault,0,5,2018
6570,FULTON,Arson,,5,2018
6571,FULTON,Auto Theft,4,5,2018
6572,FULTON,Burglary,4,5,2018
6573,FULTON,Homicide,,5,2018
6574,FULTON,Larceny,6,5,2018
6575,FULTON,Rape,,5,2018
6576,FULTON,Robbery,,5,2018
3049,FULTON,Aggravated Assault,,12,2017
3050,FULTON,Arson,,12,2017
3051,FULTON,Auto Theft,,12,2017
3052,FULTON,Burglary,2,12,2017
3053,FULTON,Homicide,,12,2017
3054,FULTON,Larceny,22,12,2017
3055,FULTON,Rape,,12,2017
3056,FULTON,Robbery,,12,2017
3753,FULTON,Aggravated Assault,,1,2018
3754,FULTON,Arson,,1,2018
3755,FULTON,Auto Theft,1,1,2018
3756,FULTON,Burglary,,1,2018
3757,FULTON,Homicide,,1,2018
3758,FULTON,Larceny,6,1,2018
3759,FULTON,Rape,,1,2018
3760,FULTON,Robbery,,1,2018
4457,FULTON,Aggravated Assault,,2,2018
4458,FULTON,Arson,,2,2018
4459,FULTON,Auto Theft,,2,2018
4460,FULTON,Burglary,1,2,2018
4461,FULTON,Homicide,,2,2018
4462,FULTON,Larceny,4,2,2018
4463,FULTON,Rape,,2,2018
4464,FULTON,Robbery,1,2,2018
241,HALE,Aggravated Assault,0,8,2017
242,HALE,Arson,0,8,2017
243,HALE,Auto Theft,0,8,2017
244,HALE,Burglary,1,8,2017
245,HALE,Homicide,0,8,2017
246,HALE,Larceny,3,8,2017
247,HALE,Rape,0,8,2017
248,HALE,Robbery,0,8,2017
945,HALE,Aggravated Assault,,9,2017
946,HALE,Arson,,9,2017
947,HALE,Auto Theft,,9,2017
948,HALE,Burglary,1,9,2017
949,HALE,Homicide,,9,2017
950,HALE,Larceny,1,9,2017
951,HALE,Rape,,9,2017
952,HALE,Robbery,,9,2017
5169,HALE,Aggravated Assault,,3,2018
5170,HALE,Arson,,3,2018
5171,HALE,Auto Theft,,3,2018
5172,HALE,Burglary,2,3,2018
5173,HALE,Homicide,,3,2018
5174,HALE,Larceny,4,3,2018
5175,HALE,Rape,,3,2018
5176,HALE,Robbery,,3,2018
5873,HALE,Aggravated Assault,,4,2018
5874,HALE,Arson,,4,2018
5875,HALE,Auto Theft,1,4,2018
5876,HALE,Burglary,1,4,2018
5877,HALE,Homicide,,4,2018
5878,HALE,Larceny,3,4,2018
5879,HALE,Rape,,4,2018
5880,HALE,Robbery,,4,2018
2353,HALE,Aggravated Assault,,11,2017
2354,HALE,Arson,,11,2017
2355,HALE,Auto Theft,1,11,2017
2356,HALE,Burglary,3,11,2017
2357,HALE,Homicide,,11,2017
2358,HALE,Larceny,3,11,2017
2359,HALE,Rape,,11,2017
2360,HALE,Robbery,,11,2017
8681,Hale,Aggravated Assault,0,8,2018
8682,Hale,Arson,0,8,2018
8683,Hale,Auto Theft,2,8,2018
8684,Hale,Burglary,0,8,2018
8685,Hale,Homicide,0,8,2018
8686,Hale,Larceny,1,8,2018
8687,Hale,Rape,0,8,2018
8688,Hale,Robbery,0,8,2018
1649,HALE,Aggravated Assault,1,10,2017
1650,HALE,Arson,,10,2017
1651,HALE,Auto Theft,,10,2017
1652,HALE,Burglary,2,10,2017
1653,HALE,Homicide,,10,2017
1654,HALE,Larceny,2,10,2017
1655,HALE,Rape,,10,2017
1656,HALE,Robbery,,10,2017
7273,Hale,Aggravated Assault,0,6,2018
7274,Hale,Arson,0,6,2018
7275,Hale,Auto Theft,1,6,2018
7276,Hale,Burglary,5,6,2018
7277,Hale,Homicide,0,6,2018
7278,Hale,Larceny,1,6,2018
7279,Hale,Rape,0,6,2018
7280,Hale,Robbery,0,6,2018
7977,Hale,Aggravated Assault,0,7,2018
7978,Hale,Arson,0,7,2018
7979,Hale,Auto Theft,1,7,2018
7980,Hale,Burglary,1,7,2018
7981,Hale,Homicide,0,7,2018
7982,Hale,Larceny,4,7,2018
7983,Hale,Rape,0,7,2018
7984,Hale,Robbery,0,7,2018
6577,HALE,Aggravated Assault,,5,2018
6578,HALE,Arson,,5,2018
6579,HALE,Auto Theft,1,5,2018
6580,HALE,Burglary,2,5,2018
6581,HALE,Homicide,,5,2018
6582,HALE,Larceny,1,5,2018
6583,HALE,Rape,,5,2018
6584,HALE,Robbery,,5,2018
3057,HALE,Aggravated Assault,,12,2017
3058,HALE,Arson,,12,2017
3059,HALE,Auto Theft,,12,2017
3060,HALE,Burglary,4,12,2017
3061,HALE,Homicide,,12,2017
3062,HALE,Larceny,4,12,2017
3063,HALE,Rape,,12,2017
3064,HALE,Robbery,,12,2017
3761,HALE,Aggravated Assault,1,1,2018
3762,HALE,Arson,,1,2018
3763,HALE,Auto Theft,,1,2018
3764,HALE,Burglary,,1,2018
3765,HALE,Homicide,,1,2018
3766,HALE,Larceny,3,1,2018
3767,HALE,Rape,,1,2018
3768,HALE,Robbery,,1,2018
4465,HALE,Aggravated Assault,,2,2018
4466,HALE,Arson,,2,2018
4467,HALE,Auto Theft,,2,2018
4468,HALE,Burglary,2,2,2018
4469,HALE,Homicide,,2,2018
4470,HALE,Larceny,,2,2018
4471,HALE,Rape,,2,2018
4472,HALE,Robbery,,2,2018
249,HARRISON,Aggravated Assault,2,8,2017
250,HARRISON,Arson,0,8,2017
251,HARRISON,Auto Theft,3,8,2017
252,HARRISON,Burglary,5,8,2017
253,HARRISON,Homicide,0,8,2017
254,HARRISON,Larceny,6,8,2017
255,HARRISON,Rape,1,8,2017
256,HARRISON,Robbery,0,8,2017
953,HARRISON,Aggravated Assault,4,9,2017
954,HARRISON,Arson,,9,2017
955,HARRISON,Auto Theft,5,9,2017
956,HARRISON,Burglary,4,9,2017
957,HARRISON,Homicide,,9,2017
958,HARRISON,Larceny,6,9,2017
959,HARRISON,Rape,2,9,2017
960,HARRISON,Robbery,1,9,2017
5177,HARRISON,Aggravated Assault,3,3,2018
5178,HARRISON,Arson,,3,2018
5179,HARRISON,Auto Theft,1,3,2018
5180,HARRISON,Burglary,,3,2018
5181,HARRISON,Homicide,,3,2018
5182,HARRISON,Larceny,11,3,2018
5183,HARRISON,Rape,1,3,2018
5184,HARRISON,Robbery,1,3,2018
5881,HARRISON,Aggravated Assault,1,4,2018
5882,HARRISON,Arson,,4,2018
5883,HARRISON,Auto Theft,2,4,2018
5884,HARRISON,Burglary,2,4,2018
5885,HARRISON,Homicide,,4,2018
5886,HARRISON,Larceny,8,4,2018
5887,HARRISON,Rape,,4,2018
5888,HARRISON,Robbery,2,4,2018
2361,HARRISON,Aggravated Assault,1,11,2017
2362,HARRISON,Arson,,11,2017
2363,HARRISON,Auto Theft,3,11,2017
2364,HARRISON,Burglary,3,11,2017
2365,HARRISON,Homicide,,11,2017
2366,HARRISON,Larceny,9,11,2017
2367,HARRISON,Rape,,11,2017
2368,HARRISON,Robbery,3,11,2017
8689,Harrison,Aggravated Assault,2,8,2018
8690,Harrison,Arson,0,8,2018
8691,Harrison,Auto Theft,1,8,2018
8692,Harrison,Burglary,3,8,2018
8693,Harrison,Homicide,0,8,2018
8694,Harrison,Larceny,7,8,2018
8695,Harrison,Rape,1,8,2018
8696,Harrison,Robbery,1,8,2018
1657,HARRISON,Aggravated Assault,2,10,2017
1658,HARRISON,Arson,,10,2017
1659,HARRISON,Auto Theft,2,10,2017
1660,HARRISON,Burglary,1,10,2017
1661,HARRISON,Homicide,,10,2017
1662,HARRISON,Larceny,6,10,2017
1663,HARRISON,Rape,1,10,2017
1664,HARRISON,Robbery,2,10,2017
7281,Harrison,Aggravated Assault,3,6,2018
7282,Harrison,Arson,0,6,2018
7283,Harrison,Auto Theft,1,6,2018
7284,Harrison,Burglary,3,6,2018
7285,Harrison,Homicide,0,6,2018
7286,Harrison,Larceny,10,6,2018
7287,Harrison,Rape,0,6,2018
7288,Harrison,Robbery,0,6,2018
7985,Harrison,Aggravated Assault,4,7,2018
7986,Harrison,Arson,0,7,2018
7987,Harrison,Auto Theft,1,7,2018
7988,Harrison,Burglary,6,7,2018
7989,Harrison,Homicide,0,7,2018
7990,Harrison,Larceny,10,7,2018
7991,Harrison,Rape,1,7,2018
7992,Harrison,Robbery,1,7,2018
6585,HARRISON,Aggravated Assault,2,5,2018
6586,HARRISON,Arson,,5,2018
6587,HARRISON,Auto Theft,2,5,2018
6588,HARRISON,Burglary,3,5,2018
6589,HARRISON,Homicide,,5,2018
6590,HARRISON,Larceny,7,5,2018
6591,HARRISON,Rape,,5,2018
6592,HARRISON,Robbery,,5,2018
3065,HARRISON,Aggravated Assault,4,12,2017
3066,HARRISON,Arson,,12,2017
3067,HARRISON,Auto Theft,2,12,2017
3068,HARRISON,Burglary,1,12,2017
3069,HARRISON,Homicide,,12,2017
3070,HARRISON,Larceny,10,12,2017
3071,HARRISON,Rape,1,12,2017
3072,HARRISON,Robbery,1,12,2017
3769,HARRISON,Aggravated Assault,1,1,2018
3770,HARRISON,Arson,,1,2018
3771,HARRISON,Auto Theft,3,1,2018
3772,HARRISON,Burglary,4,1,2018
3773,HARRISON,Homicide,,1,2018
3774,HARRISON,Larceny,5,1,2018
3775,HARRISON,Rape,,1,2018
3776,HARRISON,Robbery,,1,2018
4473,HARRISON,Aggravated Assault,7,2,2018
4474,HARRISON,Arson,,2,2018
4475,HARRISON,Auto Theft,6,2,2018
4476,HARRISON,Burglary,2,2,2018
4477,HARRISON,Homicide,,2,2018
4478,HARRISON,Larceny,5,2,2018
4479,HARRISON,Rape,,2,2018
4480,HARRISON,Robbery,,2,2018
257,HAWTHORNE,Aggravated Assault,9,8,2017
258,HAWTHORNE,Arson,1,8,2017
259,HAWTHORNE,Auto Theft,8,8,2017
260,HAWTHORNE,Burglary,6,8,2017
261,HAWTHORNE,Homicide,0,8,2017
262,HAWTHORNE,Larceny,22,8,2017
263,HAWTHORNE,Rape,0,8,2017
264,HAWTHORNE,Robbery,2,8,2017
961,HAWTHORNE,Aggravated Assault,8,9,2017
962,HAWTHORNE,Arson,,9,2017
963,HAWTHORNE,Auto Theft,6,9,2017
964,HAWTHORNE,Burglary,4,9,2017
965,HAWTHORNE,Homicide,,9,2017
966,HAWTHORNE,Larceny,18,9,2017
967,HAWTHORNE,Rape,4,9,2017
968,HAWTHORNE,Robbery,5,9,2017
5185,HAWTHORNE,Aggravated Assault,10,3,2018
5186,HAWTHORNE,Arson,,3,2018
5187,HAWTHORNE,Auto Theft,11,3,2018
5188,HAWTHORNE,Burglary,3,3,2018
5189,HAWTHORNE,Homicide,,3,2018
5190,HAWTHORNE,Larceny,11,3,2018
5191,HAWTHORNE,Rape,,3,2018
5192,HAWTHORNE,Robbery,4,3,2018
5889,HAWTHORNE,Aggravated Assault,8,4,2018
5890,HAWTHORNE,Arson,,4,2018
5891,HAWTHORNE,Auto Theft,3,4,2018
5892,HAWTHORNE,Burglary,3,4,2018
